id,weight:float,answer:direction,timeStamp:DateTime,position:vector2,headDirection:vector3,Score:float,levelScore:float,numberOfParts:float,fruitRelPos:directionList,fruitDis:float,checkCollisions:boolList
67,1,left,08/09/2025 17:21:49,5/2,-1/0/0,10,300,6,left down ,5,True False False False
68,1,down,08/09/2025 17:21:49,4/2,-1/0/0,10,300,6,null down ,4,True False False False
69,1,down,08/09/2025 17:21:49,4/3,0/0/-1,10,300,6,null down ,3,False False False True
70,1,down,08/09/2025 17:21:50,4/4,0/0/-1,10,300,6,null down ,2,False False False True
71,1,down,08/09/2025 17:21:50,4/5,0/0/-1,10,300,6,null down ,1,False False False True
72,1,down,08/09/2025 17:21:50,4/6,0/0/-1,10,400,7,right down ,25,False False False True
73,1,right,08/09/2025 17:21:50,4/7,0/0/-1,10,400,7,right down ,24,False False False True
74,1,right,08/09/2025 17:21:50,5/7,1/0/0,10,400,7,right down ,23,False True False False
75,1,right,08/09/2025 17:21:51,6/7,1/0/0,10,400,7,right down ,22,False True False False
76,1,right,08/09/2025 17:21:51,7/7,1/0/0,10,400,7,right down ,21,False True False False
77,1,right,08/09/2025 17:21:51,8/7,1/0/0,10,400,7,right down ,20,False True False False
78,1,right,08/09/2025 17:21:51,9/7,1/0/0,10,400,7,right down ,19,False True False False
79,1,right,08/09/2025 17:21:51,10/7,1/0/0,10,400,7,right down ,18,False True False False
80,1,right,08/09/2025 17:21:52,11/7,1/0/0,10,400,7,right down ,17,False True False False
81,1,right,08/09/2025 17:21:52,12/7,1/0/0,10,400,7,right down ,16,False True False False
82,1,right,08/09/2025 17:21:52,13/7,1/0/0,10,400,7,right down ,15,False True False False
83,1,right,08/09/2025 17:21:52,14/7,1/0/0,10,400,7,right down ,14,False True False False
84,1,right,08/09/2025 17:21:52,15/7,1/0/0,10,400,7,right down ,13,False True False False
85,1,right,08/09/2025 17:21:53,16/7,1/0/0,10,400,7,right down ,12,False True False False
86,1,right,08/09/2025 17:21:53,17/7,1/0/0,10,400,7,right down ,11,False True False False
87,1,right,08/09/2025 17:21:53,18/7,1/0/0,10,400,7,right down ,10,False True False False
88,1,right,08/09/2025 17:21:53,19/7,1/0/0,10,400,7,null down ,9,False True False False
89,1,right,08/09/2025 17:21:53,20/7,1/0/0,10,400,7,left down ,10,False True False False
90,1,right,08/09/2025 17:21:54,21/7,1/0/0,10,400,7,left up ,17,False True False False
91,1,up,08/09/2025 17:21:54,22/7,1/0/0,10,400,7,left up ,18,False True False False
92,1,left,08/09/2025 17:21:54,22/6,0/0/1,10,400,7,left null ,17,False False True False
93,1,left,08/09/2025 17:21:54,21/6,-1/0/0,10,400,7,left null ,16,True False True False
94,1,left,08/09/2025 17:21:54,20/6,-1/0/0,10,400,7,left null ,15,True False True False
95,1,left,08/09/2025 17:21:55,19/6,-1/0/0,10,400,7,left null ,14,True False False False
96,1,left,08/09/2025 17:21:55,18/6,-1/0/0,10,400,7,left null ,13,True False False False
97,1,left,08/09/2025 17:21:55,17/6,-1/0/0,10,400,7,left null ,12,True False False False
98,1,left,08/09/2025 17:21:55,16/6,-1/0/0,10,400,7,left null ,11,True False False False
99,1,left,08/09/2025 17:21:55,15/6,-1/0/0,10,400,7,left null ,10,True False False False
100,1,left,08/09/2025 17:21:56,14/6,-1/0/0,10,400,7,left null ,9,True False False False
101,1,left,08/09/2025 17:21:56,13/6,-1/0/0,10,400,7,left null ,8,True False False False
102,1,left,08/09/2025 17:21:56,12/6,-1/0/0,10,400,7,left null ,7,True False False False
103,1,left,08/09/2025 17:21:56,11/6,-1/0/0,10,400,7,left null ,6,True False False False
104,1,left,08/09/2025 17:21:56,10/6,-1/0/0,10,400,7,left null ,5,True False False False
105,1,left,08/09/2025 17:21:57,9/6,-1/0/0,10,400,7,left null ,4,True False False False
106,1,left,08/09/2025 17:21:57,8/6,-1/0/0,10,400,7,left null ,3,True False False False
107,1,left,08/09/2025 17:21:57,7/6,-1/0/0,10,400,7,left null ,2,True False False False
108,1,left,08/09/2025 17:21:57,6/6,-1/0/0,10,400,7,left null ,1,True False False False
109,1,up,08/09/2025 17:21:57,5/6,-1/0/0,10,500,8,right down ,17,True False False False
110,1,up,08/09/2025 17:21:58,5/5,0/0/1,10,500,8,right down ,18,False False True False
111,1,right,08/09/2025 17:21:58,5/4,0/0/1,10,500,8,right down ,19,False False True False
112,1,right,08/09/2025 17:21:58,6/4,1/0/0,10,500,8,right down ,18,False True False False
113,1,right,08/09/2025 17:21:58,7/4,1/0/0,10,500,8,right down ,17,False True False False
114,1,right,08/09/2025 17:21:58,8/4,1/0/0,10,500,8,right down ,16,False True False False
115,1,right,08/09/2025 17:21:59,9/4,1/0/0,10,500,8,right down ,15,False True False False
116,1,right,08/09/2025 17:21:59,10/4,1/0/0,10,500,8,right down ,14,False True False False
117,1,right,08/09/2025 17:21:59,11/4,1/0/0,10,500,8,right down ,13,False True False False
118,1,right,08/09/2025 17:21:59,12/4,1/0/0,10,500,8,right down ,12,False True False False
119,1,right,08/09/2025 17:21:59,13/4,1/0/0,10,500,8,right down ,11,False True False False
120,1,down,08/09/2025 17:22:00,14/4,1/0/0,10,500,8,null down ,10,False True False False
121,1,down,08/09/2025 17:22:00,14/5,0/0/-1,10,500,8,null down ,9,False False False True
122,1,down,08/09/2025 17:22:00,14/6,0/0/-1,10,500,8,null down ,8,False False False True
123,1,down,08/09/2025 17:22:00,14/7,0/0/-1,10,500,8,null down ,7,False False False True
124,1,down,08/09/2025 17:22:00,14/8,0/0/-1,10,500,8,null down ,6,False False False True
125,1,down,08/09/2025 17:22:01,14/9,0/0/-1,10,500,8,null down ,5,False False False True
126,1,down,08/09/2025 17:22:01,14/10,0/0/-1,10,500,8,null down ,4,False False False True
127,1,down,08/09/2025 17:22:01,14/11,0/0/-1,10,500,8,null down ,3,False False False True
128,1,down,08/09/2025 17:22:01,14/12,0/0/-1,10,500,8,null down ,2,False False False True
129,1,down,08/09/2025 17:22:01,14/13,0/0/-1,10,500,8,null down ,1,False False False True
130,1,left,08/09/2025 17:22:02,14/14,0/0/-1,10,600,9,right up ,14,False False False True
131,1,left,08/09/2025 17:22:02,13/14,-1/0/0,10,600,9,right up ,15,True False False False
132,1,up,08/09/2025 17:22:02,12/14,-1/0/0,10,600,9,right up ,16,True False False False
133,1,up,08/09/2025 17:22:02,12/13,0/0/1,10,600,9,right up ,15,False False True False
134,1,up,08/09/2025 17:22:03,12/12,0/0/1,10,600,9,right up ,14,False False True False
135,1,up,08/09/2025 17:22:03,12/11,0/0/1,10,600,9,right up ,13,False False True False
136,1,up,08/09/2025 17:22:03,12/10,0/0/1,10,600,9,right up ,12,False False True False
137,1,up,08/09/2025 17:22:03,12/9,0/0/1,10,600,9,right up ,11,False False True False
138,1,up,08/09/2025 17:22:03,12/8,0/0/1,10,600,9,right up ,10,False False True False
139,1,up,08/09/2025 17:22:04,12/7,0/0/1,10,600,9,right up ,9,False False True False
140,1,right,08/09/2025 17:22:04,12/6,0/0/1,10,600,9,right up ,8,False False True False
141,1,right,08/09/2025 17:22:04,13/6,1/0/0,10,600,9,right up ,7,False True False False
142,1,right,08/09/2025 17:22:04,14/6,1/0/0,10,600,9,right up ,6,False True False False
143,1,right,08/09/2025 17:22:04,15/6,1/0/0,10,600,9,right up ,5,False True False False
144,1,right,08/09/2025 17:22:05,16/6,1/0/0,10,600,9,right up ,4,False True False False
145,1,right,08/09/2025 17:22:05,17/6,1/0/0,10,600,9,right up ,3,False True False False
146,1,right,08/09/2025 17:22:05,18/6,1/0/0,10,600,9,right up ,2,False True False False
147,1,right,08/09/2025 17:22:05,19/6,1/0/0,10,600,9,null up ,1,False True False False
148,1,right,08/09/2025 17:22:05,20/6,1/0/0,10,600,9,left up ,2,False True False False
149,1,right,08/09/2025 17:22:06,21/6,1/0/0,10,600,9,left up ,3,False True False False
150,1,right,08/09/2025 17:22:06,22/6,1/0/0,10,600,9,left up ,4,False True False False
151,1,right,08/09/2025 17:22:06,23/6,1/0/0,10,600,9,left up ,5,False True False False
152,1,up,08/09/2025 17:22:06,24/6,1/0/0,10,600,9,left up ,6,False True False False
153,1,left,08/09/2025 17:22:06,24/5,0/0/1,10,600,9,left null ,5,False False True False
154,1,left,08/09/2025 17:22:07,23/5,-1/0/0,10,600,9,left null ,4,True False True False
155,1,left,08/09/2025 17:22:07,22/5,-1/0/0,10,600,9,left null ,3,True False True False
156,1,left,08/09/2025 17:22:07,21/5,-1/0/0,10,600,9,left null ,2,True False True False
157,1,left,08/09/2025 17:22:07,20/5,-1/0/0,10,600,9,left null ,1,True False False False
158,1,left,08/09/2025 17:22:07,19/5,-1/0/0,10,700,10,right down ,10,True False False False
159,1,down,08/09/2025 17:22:08,18/5,-1/0/0,10,700,10,right down ,11,True False False False
160,1,down,08/09/2025 17:22:08,18/6,0/0/-1,10,700,10,right down ,10,False False False True
161,1,down,08/09/2025 17:22:08,19/6,1/0/0,10,700,10,right down ,9,False True False True
162,1,down,08/09/2025 17:22:08,20/6,1/0/0,10,700,10,right down ,8,False True False True
163,1,down,08/09/2025 17:22:08,21/6,1/0/0,10,700,10,right down ,7,False True False True
164,1,down,08/09/2025 17:22:09,22/6,1/0/0,10,700,10,right down ,6,False True False True
165,1,down,08/09/2025 17:22:09,22/7,0/0/-1,10,700,10,right down ,5,False False False True
166,1,down,08/09/2025 17:22:09,22/8,0/0/-1,10,700,10,right down ,4,False False False True
167,1,down,08/09/2025 17:22:09,22/9,0/0/-1,10,700,10,right down ,3,False False False True
168,1,right,08/09/2025 17:22:09,22/10,0/0/-1,10,700,10,right down ,2,False False False True
169,1,down,08/09/2025 17:22:11,23/10,1/0/0,10,700,3,null down ,1,False False False False
170,1,down,08/09/2025 17:22:11,4/9,1/0/0,10,700,3,right down ,22,False True False False
171,1,down,08/09/2025 17:22:11,5/9,1/0/0,10,700,3,right down ,21,False True False False
172,1,down,08/09/2025 17:22:12,6/9,1/0/0,10,700,3,right down ,20,False True False False
173,1,down,08/09/2025 17:22:12,7/9,1/0/0,10,700,3,right down ,19,False True False False
174,1,down,08/09/2025 17:22:12,8/9,1/0/0,10,700,3,right down ,18,False True False False
175,1,down,08/09/2025 17:22:12,8/10,0/0/-1,10,700,3,right down ,17,False False False True
176,1,down,08/09/2025 17:22:12,8/11,0/0/-1,10,700,3,right down ,16,False False False True
177,1,down,08/09/2025 17:22:13,8/12,0/0/-1,10,700,3,right down ,15,False False False True
178,1,down,08/09/2025 17:22:13,8/13,0/0/-1,10,700,3,right down ,14,False False False True
179,1,down,08/09/2025 17:22:13,8/14,0/0/-1,10,700,3,right down ,13,False False False True
180,1,right,08/09/2025 17:22:13,8/15,0/0/-1,10,700,3,right null ,12,False False False True
181,1,right,08/09/2025 17:22:13,9/15,1/0/0,10,700,3,right null ,11,False True False False
182,1,right,08/09/2025 17:22:14,10/15,1/0/0,10,700,3,right null ,10,False True False False
183,1,right,08/09/2025 17:22:14,11/15,1/0/0,10,700,3,right null ,9,False True False False
184,1,right,08/09/2025 17:22:14,12/15,1/0/0,10,700,3,right null ,8,False True False False
185,1,right,08/09/2025 17:22:14,13/15,1/0/0,10,700,3,right null ,7,False True False False
186,1,right,08/09/2025 17:22:14,14/15,1/0/0,10,700,3,right null ,6,False True False False
187,1,right,08/09/2025 17:22:15,15/15,1/0/0,10,700,3,right null ,5,False True False False
188,1,right,08/09/2025 17:22:15,16/15,1/0/0,10,700,3,right null ,4,False True False False
189,1,right,08/09/2025 17:22:15,17/15,1/0/0,10,700,3,right null ,3,False True False False
190,1,right,08/09/2025 17:22:15,18/15,1/0/0,10,700,3,right null ,2,False True False False
191,1,right,08/09/2025 17:22:15,19/15,1/0/0,10,700,3,right null ,1,False True False False
192,1,right,08/09/2025 17:22:16,20/15,1/0/0,10,800,4,left down ,19,False True False False
193,1,up,08/09/2025 17:22:16,21/15,1/0/0,10,800,4,left down ,20,False True False False
194,1,left,08/09/2025 17:22:16,21/14,0/0/1,10,800,4,left down ,21,False False True False
195,1,left,08/09/2025 17:22:16,20/14,-1/0/0,10,800,4,left down ,20,True False True False
196,1,left,08/09/2025 17:22:16,19/14,-1/0/0,10,800,4,left down ,19,True False False False
197,1,left,08/09/2025 17:22:17,18/14,-1/0/0,10,800,4,left down ,18,True False False False
198,1,left,08/09/2025 17:22:17,17/14,-1/0/0,10,800,4,left down ,17,True False False False
199,1,left,08/09/2025 17:22:17,16/14,-1/0/0,10,800,4,left down ,16,True False False False
200,1,left,08/09/2025 17:22:17,15/14,-1/0/0,10,800,4,left down ,15,True False False False
201,1,down,08/09/2025 17:22:17,14/14,-1/0/0,10,800,4,left down ,14,True False False False
202,1,down,08/09/2025 17:22:18,14/15,0/0/-1,10,800,4,left down ,13,False False False True
203,1,left,08/09/2025 17:22:18,14/16,0/0/-1,10,800,4,left null ,12,False False False True
204,1,left,08/09/2025 17:22:18,13/16,-1/0/0,10,800,4,left null ,11,True False False False
205,1,left,08/09/2025 17:22:18,12/16,-1/0/0,10,800,4,left null ,10,True False False False
206,1,left,08/09/2025 17:22:18,11/16,-1/0/0,10,800,4,left null ,9,True False False False
207,1,left,08/09/2025 17:22:19,10/16,-1/0/0,10,800,4,left null ,8,True False False False
208,1,left,08/09/2025 17:22:19,9/16,-1/0/0,10,800,4,left null ,7,True False False False
209,1,left,08/09/2025 17:22:19,8/16,-1/0/0,10,800,4,left null ,6,True False False False
210,1,left,08/09/2025 17:22:19,7/16,-1/0/0,10,800,4,left null ,5,True False False False
211,1,left,08/09/2025 17:22:20,6/16,-1/0/0,10,800,4,left null ,4,True False False False
212,1,left,08/09/2025 17:22:20,5/16,-1/0/0,10,800,4,left null ,3,True False False False
213,1,left,08/09/2025 17:22:20,4/16,-1/0/0,10,800,4,left null ,2,True False False False
214,1,left,08/09/2025 17:22:20,3/16,-1/0/0,10,800,4,left null ,1,True False False False
215,1,up,08/09/2025 17:22:20,2/16,-1/0/0,10,900,5,right up ,11,True False False False
216,1,up,08/09/2025 17:22:21,2/15,0/0/1,10,900,5,right up ,10,False False True False
217,1,up,08/09/2025 17:22:21,2/14,0/0/1,10,900,5,right up ,9,False False True False
218,1,up,08/09/2025 17:22:21,2/13,0/0/1,10,900,5,right up ,8,False False True False
219,1,up,08/09/2025 17:22:21,2/12,0/0/1,10,900,5,right up ,7,False False True False
220,1,up,08/09/2025 17:22:21,2/11,0/0/1,10,900,5,right up ,6,False False True False
221,1,right,08/09/2025 17:22:22,2/10,0/0/1,10,900,5,right null ,5,False False True False
222,1,right,08/09/2025 17:22:22,3/10,1/0/0,10,900,5,right null ,4,False True False False
223,1,right,08/09/2025 17:22:22,4/10,1/0/0,10,900,5,right null ,3,False True False False
224,1,right,08/09/2025 17:22:22,5/10,1/0/0,10,900,5,right null ,2,False True False False
225,1,right,08/09/2025 17:22:22,6/10,1/0/0,10,900,5,right null ,1,False True False False
226,1,right,08/09/2025 17:22:23,7/10,1/0/0,10,1000,6,right up ,19,False True False False
227,1,right,08/09/2025 17:22:23,8/10,1/0/0,10,1000,6,right up ,18,False True False False
228,1,right,08/09/2025 17:22:23,9/10,1/0/0,10,1000,6,right up ,17,False True False False
229,1,right,08/09/2025 17:22:23,10/10,1/0/0,10,1000,6,right up ,16,False True False False
230,1,right,08/09/2025 17:22:23,11/10,1/0/0,10,1000,6,right up ,15,False True False False
231,1,right,08/09/2025 17:22:24,12/10,1/0/0,10,1000,6,right up ,14,False True False False
232,1,right,08/09/2025 17:22:24,13/10,1/0/0,10,1000,6,right up ,13,False True False False
233,1,right,08/09/2025 17:22:24,14/10,1/0/0,10,1000,6,right up ,12,False True False False
234,1,right,08/09/2025 17:22:24,15/10,1/0/0,10,1000,6,right up ,11,False True False False
235,1,right,08/09/2025 17:22:24,16/10,1/0/0,10,1000,6,right up ,10,False True False False
236,1,right,08/09/2025 17:22:25,17/10,1/0/0,10,1000,6,right up ,9,False True False False
237,1,right,08/09/2025 17:22:25,18/10,1/0/0,10,1000,6,right up ,8,False True False False
238,1,right,08/09/2025 17:22:25,19/10,1/0/0,10,1000,6,right up ,7,False True False False
239,1,right,08/09/2025 17:22:25,20/10,1/0/0,10,1000,6,right up ,6,False True False False
240,1,right,08/09/2025 17:22:25,21/10,1/0/0,10,1000,6,right up ,5,False True False False
241,1,up,08/09/2025 17:22:26,22/10,1/0/0,10,1000,6,null up ,4,False True False False
242,1,up,08/09/2025 17:22:26,22/9,0/0/1,10,1000,6,null up ,3,False False True False
243,1,up,08/09/2025 17:22:26,22/8,0/0/1,10,1000,6,null up ,2,False False True False
244,1,up,08/09/2025 17:22:26,22/7,0/0/1,10,1000,6,null up ,1,False False True False
245,1,left,08/09/2025 17:22:26,22/6,0/0/1,10,1100,7,left up ,12,False False True False
246,1,left,08/09/2025 17:22:27,21/6,-1/0/0,10,1100,7,left up ,11,True False False False
247,1,left,08/09/2025 17:22:27,20/6,-1/0/0,10,1100,7,left up ,10,True False False False
248,1,left,08/09/2025 17:22:27,19/6,-1/0/0,10,1100,7,left up ,9,True False False False
249,1,left,08/09/2025 17:22:27,18/6,-1/0/0,10,1100,7,left up ,8,True False False False
250,1,left,08/09/2025 17:22:27,17/6,-1/0/0,10,1100,7,left up ,7,True False False False
251,1,left,08/09/2025 17:22:28,16/6,-1/0/0,10,1100,7,left up ,6,True False False False
252,1,left,08/09/2025 17:22:28,15/6,-1/0/0,10,1100,7,left up ,5,True False False False
253,1,up,08/09/2025 17:22:28,14/6,-1/0/0,10,1100,7,null up ,4,True False False False
254,1,up,08/09/2025 17:22:28,14/5,0/0/1,10,1100,7,null up ,3,False False True False
255,1,up,08/09/2025 17:22:28,14/4,0/0/1,10,1100,7,null up ,2,False False True False
256,1,up,08/09/2025 17:22:29,14/3,0/0/1,10,1100,7,null up ,1,False False True False
257,1,left,08/09/2025 17:22:29,14/2,0/0/1,10,1200,8,right down ,12,False False True False
258,1,left,08/09/2025 17:22:29,13/2,-1/0/0,10,1200,8,right down ,13,True False False False
259,1,left,08/09/2025 17:22:29,12/2,-1/0/0,10,1200,8,right down ,14,True False False False
260,1,left,08/09/2025 17:22:29,11/2,-1/0/0,10,1200,8,right down ,15,True False False False
261,1,left,08/09/2025 17:22:30,10/2,-1/0/0,10,1200,8,right down ,16,True False False False
262,1,down,08/09/2025 17:22:30,9/2,-1/0/0,10,1200,8,right down ,17,True False False False
263,1,down,08/09/2025 17:22:30,9/3,0/0/-1,10,1200,8,right down ,16,False False False True
264,1,down,08/09/2025 17:22:30,9/4,0/0/-1,10,1200,8,right down ,15,False False False True
265,1,down,08/09/2025 17:22:30,9/5,0/0/-1,10,1200,8,right down ,14,False False False True
266,1,down,08/09/2025 17:22:31,9/6,0/0/-1,10,1200,8,right down ,13,False False False True
267,1,down,08/09/2025 17:22:31,9/7,0/0/-1,10,1200,8,right down ,12,False False False True
268,1,down,08/09/2025 17:22:31,9/8,0/0/-1,10,1200,8,right down ,11,False False False True
269,1,down,08/09/2025 17:22:31,9/9,0/0/-1,10,1200,8,right down ,10,False False False True
270,1,down,08/09/2025 17:22:31,9/10,0/0/-1,10,1200,8,right null ,9,False False False True
271,1,down,08/09/2025 17:22:32,9/11,0/0/-1,10,1200,8,right up ,10,False False False True
272,1,down,08/09/2025 17:22:32,9/12,0/0/-1,10,1200,8,left down ,13,False False False True
273,1,down,08/09/2025 17:22:32,9/13,0/0/-1,10,1200,8,left down ,12,False False False True
274,1,right,08/09/2025 17:22:32,9/14,0/0/-1,10,1200,8,left down ,11,False False False True
275,1,right,08/09/2025 17:22:32,10/14,1/0/0,10,1200,8,left down ,12,False True False False
276,1,right,08/09/2025 17:22:33,11/14,1/0/0,10,1200,8,left down ,13,False True False False
277,1,right,08/09/2025 17:22:33,12/14,1/0/0,10,1200,8,left down ,14,False True False False
278,1,down,08/09/2025 17:22:33,13/14,1/0/0,10,1200,8,left down ,15,False True False False
279,1,left,08/09/2025 17:22:33,13/15,0/0/-1,10,1200,8,left down ,14,False False False True
280,1,left,08/09/2025 17:22:33,12/15,-1/0/0,10,1200,8,left down ,13,True False False True
281,1,left,08/09/2025 17:22:34,11/15,-1/0/0,10,1200,8,left down ,12,True False False True
282,1,left,08/09/2025 17:22:34,10/15,-1/0/0,10,1200,8,left down ,11,True False False True
283,1,left,08/09/2025 17:22:34,9/15,-1/0/0,10,1200,8,left down ,10,True False False False
284,1,left,08/09/2025 17:22:34,8/15,-1/0/0,10,1200,8,left down ,9,True False False False
285,1,left,08/09/2025 17:22:34,7/15,-1/0/0,10,1200,8,left down ,8,True False False False
286,1,left,08/09/2025 17:22:35,6/15,-1/0/0,10,1200,8,left down ,7,True False False False
287,1,down,08/09/2025 17:22:35,5/15,-1/0/0,10,1200,8,left down ,6,True False False False
288,1,down,08/09/2025 17:22:35,5/16,0/0/-1,10,1200,8,left down ,5,False False False True
289,1,left,08/09/2025 17:22:35,5/17,0/0/-1,10,1200,8,left null ,4,False False True True
290,1,left,08/09/2025 17:22:35,4/17,-1/0/0,10,1200,8,left null ,3,True False True False
291,1,left,08/09/2025 17:22:36,3/17,-1/0/0,10,1200,8,left null ,2,True False True False
292,1,left,08/09/2025 17:22:36,2/17,-1/0/0,10,1200,8,left null ,1,True False True False
293,1,up,08/09/2025 17:22:36,1/17,-1/0/0,10,1300,9,right up ,35,True True True False
294,1,up,08/09/2025 17:22:36,1/16,0/0/1,10,1300,9,right up ,34,False True True False
